"Time of Day","Process Name","PID","Operation","Path","Result","Detail"
"14:56:51,1442684","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1442787","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1442866","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1442942","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-MS","NAME NOT FOUND","Length: 532"
"14:56:51,1443016","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1443089","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1443158","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1443233","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-MS","NAME NOT FOUND","Length: 532"
"14:56:51,1443304","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1443412","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1443496","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1443573","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-MT","NAME NOT FOUND","Length: 532"
"14:56:51,1443644","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1443714","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1443781","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1443852","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-MT","NAME NOT FOUND","Length: 532"
"14:56:51,1443919","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1444025","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1444102","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1444181","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-MU","NAME NOT FOUND","Length: 532"
"14:56:51,1444252","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1444321","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1444396","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1444490","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-MU","NAME NOT FOUND","Length: 532"
"14:56:51,1444561","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1444674","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1444773","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1444850","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-MW","NAME NOT FOUND","Length: 532"
"14:56:51,1444919","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1444989","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1445056","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1445127","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-MW","NAME NOT FOUND","Length: 532"
"14:56:51,1445196","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1445304","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1445388","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1445474","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-MY","NAME NOT FOUND","Length: 532"
"14:56:51,1445549","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1445625","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1445704","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1445782","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-MY","NAME NOT FOUND","Length: 532"
"14:56:51,1445855","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1445969","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1446058","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1446143","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-NA","NAME NOT FOUND","Length: 532"
"14:56:51,1446219","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1446287","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1446443","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1446523","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-NA","NAME NOT FOUND","Length: 532"
"14:56:51,1446591","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1446703","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1446839","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1446940","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-NF","NAME NOT FOUND","Length: 532"
"14:56:51,1447022","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1447101","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1447181","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1447266","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-NF","NAME NOT FOUND","Length: 532"
"14:56:51,1447334","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1447462","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1447544","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1447622","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-NG","NAME NOT FOUND","Length: 532"
"14:56:51,1447691","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1447761","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1447837","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1447914","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-NG","NAME NOT FOUND","Length: 532"
"14:56:51,1447999","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1448122","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1448204","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1448287","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-NL","NAME NOT FOUND","Length: 532"
"14:56:51,1448360","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1448431","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1448503","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1448577","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-NL","NAME NOT FOUND","Length: 532"
"14:56:51,1448665","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1448762","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1448836","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1448909","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-NR","NAME NOT FOUND","Length: 532"
"14:56:51,1448985","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1449057","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1449131","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1449215","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-NR","NAME NOT FOUND","Length: 532"
"14:56:51,1449306","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1449412","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1449515","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1449618","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-NU","NAME NOT FOUND","Length: 532"
"14:56:51,1449698","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1449779","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1449858","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1449956","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-NU","NAME NOT FOUND","Length: 532"
"14:56:51,1450041","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1450178","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1450264","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1450351","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-NZ","NAME NOT FOUND","Length: 532"
"14:56:51,1450428","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1450506","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1450586","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1450705","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-NZ","NAME NOT FOUND","Length: 532"
"14:56:51,1450792","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1450894","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1450978","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1451057","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-PG","NAME NOT FOUND","Length: 532"
"14:56:51,1451127","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1451229","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1451297","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1451384","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-PG","NAME NOT FOUND","Length: 532"
"14:56:51,1451460","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1451576","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1451651","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1451725","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-PH","NAME NOT FOUND","Length: 532"
"14:56:51,1451792","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1451859","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1451928","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1452019","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-PH","NAME NOT FOUND","Length: 532"
"14:56:51,1452096","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1452260","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1452334","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1452411","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-PK","NAME NOT FOUND","Length: 532"
"14:56:51,1452494","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1452576","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1452651","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1452728","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-PK","NAME NOT FOUND","Length: 532"
"14:56:51,1452796","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1452884","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1452955","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1453027","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-PN","NAME NOT FOUND","Length: 532"
"14:56:51,1453110","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1453191","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1453267","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1453345","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-PN","NAME NOT FOUND","Length: 532"
"14:56:51,1453414","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1453553","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1453626","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1453700","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-PR","NAME NOT FOUND","Length: 532"
"14:56:51,1453884","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1453970","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1454073","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1454151","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-PR","NAME NOT FOUND","Length: 532"
"14:56:51,1454216","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1454301","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1454371","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1454442","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-PW","NAME NOT FOUND","Length: 532"
"14:56:51,1454527","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1454635","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1454732","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1454824","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-PW","NAME NOT FOUND","Length: 532"
"14:56:51,1454898","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1454993","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1455073","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1455158","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-RW","NAME NOT FOUND","Length: 532"
"14:56:51,1455253","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1455364","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1455441","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1455523","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-RW","NAME NOT FOUND","Length: 532"
"14:56:51,1455592","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1455682","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1455755","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1455828","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-SB","NAME NOT FOUND","Length: 532"
"14:56:51,1455917","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1456000","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1456107","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1456192","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-SB","NAME NOT FOUND","Length: 532"
"14:56:51,1456262","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1456452","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1456532","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1456622","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-SC","NAME NOT FOUND","Length: 532"
"14:56:51,1456700","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1456780","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1456852","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1456924","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-SC","NAME NOT FOUND","Length: 532"
"14:56:51,1456991","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1457087","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1457160","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1457248","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-SD","NAME NOT FOUND","Length: 532"
"14:56:51,1457330","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1457412","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1457488","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
"14:56:51,1457567","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale\en-SD","NAME NOT FOUND","Length: 532"
"14:56:51,1457630","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS",""
"14:56:51,1457716","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","REPARSE","Desired Access: Read"
"14:56:51,1457791","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS","Desired Access: Read"
"14:56:51,1457879","postgres.exe","21072","RegQueryValue","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale\en-SE","NAME NOT FOUND","Length: 532"
"14:56:51,1457961","postgres.exe","21072","RegCloseKey","HKLM\System\CurrentControlSet\Control\Nls\CustomLocale","SUCCESS",""
"14:56:51,1458058","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","REPARSE","Desired Access: Read"
"14:56:51,1458130","postgres.exe","21072","RegOpenKey","HKLM\System\CurrentControlSet\Control\Nls\ExtendedLocale","SUCCESS","Desired Access: Read"
